 1	119.60
 2	84.70
 3	70.40
 4	61.70
 5	55.70
 6	51.40
 7	48.20
 8	45.40
 9	43.10
10	41.20
11	39.60
12	38.20
13	36.80
14	35.60
15	34.50
16	33.60
17	32.70
18	31.90
19	31.10
20	30.50
21	29.80
22	29.20
23	28.50
24	28.10
25	27.60
26	27.10
27	26.60
28	26.20
29	25.80
30	25.50
31	25.10
32	24.80
33	24.40
34	24.10
35	23.70
36	23.40
37	23.10
38	22.80
39	22.60
40	22.40
41	22.10
42	21.80
43	21.60
44	21.40
45	21.20
46	21.00
47	20.80
48	20.60
49	20.40
50	20.20
