13	96.40
14	87.70
15	82.10
16	78.10
17	74.90
18	72.10
19	69.80
20	67.80
21	66.00
22	64.30
23	62.90
24	61.50
25	60.30
26	59.10
27	58.10
28	57.10
29	56.20
30	55.30
31	54.40
32	53.70
33	52.90
34	52.20
35	51.50
36	50.90
37	50.30
38	49.70
39	49.10
40	48.60
41	48.00
42	47.60
43	47.10
44	46.60
45	46.10
46	45.70
47	45.30
48	44.90
49	44.40
50	44.10
