 1	150.60
 2	103.30
 3	85.40
 4	74.50
 5	67.10
 6	61.90
 7	57.50
 8	54.40
 9	51.50
10	49.20
11	47.20
12	45.50
13	43.90
14	42.60
15	41.20
16	40.10
17	39.10
18	38.20
19	37.30
20	36.40
21	35.70
22	35.00
23	34.30
24	33.60
25	33.00
26	32.40
27	31.90
28	31.40
29	30.90
30	30.50
31	30.00
32	29.70
33	29.20
34	28.90
35	28.50
36	28.10
37	27.80
38	27.40
39	27.10
40	26.80
41	26.50
42	26.20
43	25.90
44	25.70
45	25.40
46	25.20
47	25.00
48	24.70
49	24.50
50	24.30
